Settled;Description;Type;Odds;Stake (R$);Liability (R$);Profit/Loss (R$);Status
22-Mar-22 20:46:25;Bouzkova v Potapova Anastasia Potapova-Match Odds | Betfair Bet ID 1:262434113935 | Placed 22-Mar-22 16:22:18;Back;2,52;10; -- ;-10;Lost
22-Mar-22 19:55:56;Olivo v Jua Varillas Juan Pablo Varillas-Match Odds | Betfair Bet ID 1:262434285141 | Placed 22-Mar-22 16:24:47;Back;1,35;10,35; -- ;3,62;Won
22-Mar-22 18:50:48;Kudla v U Blanch Denis Kudla-Match Odds | Betfair Bet ID 1:262431515596 | Placed 22-Mar-22 15:37:23;Back;1,37;10; -- ;3,7;Won
22-Mar-22 17:49:51;Kalinskaya v Dolehide Anna Kalinskaya-Match Odds | Betfair Bet ID 1:262428213570 | Placed 22-Mar-22 14:26:45;Back;1,46;10; -- ;4,6;Won
22-Mar-22 17:49:51;Kalinskaya v Dolehide Caroline Dolehide-Match Odds | Betfair Bet ID 1:262442714558 | Placed 22-Mar-22 17:49:10;Back;120;0,12; -- ;-0,12;Lost
22-Mar-22 17:34:02;Mag Linette v Qinw Zheng Magda Linette-Match Odds | Betfair Bet ID 1:262428377301 | Placed 22-Mar-22 14:29:48;Back;2,84;10; -- ;18,4;Won
22-Mar-22 17:23:53;Davis v Xiy Wang Lauren Davis-Match Odds | Betfair Bet ID 1:262428144769 | Placed 22-Mar-22 14:25:15;Back;1,8;10; -- ;8;Won
22-Mar-22 16:52:18;Alexandrova v Paolini Ekaterina Alexandrova-Match Odds | Betfair Bet ID 1:262423991173 | Placed 22-Mar-22 13:07:04;Back;1,82;10; -- ;8,2;Won
22-Mar-22 16:12:39;Sh Mochizuki v Kukushkin Mikhail Kukushkin-Match Odds | Betfair Bet ID 1:262425878451 | Placed 22-Mar-22 13:43:22;Back;1,2;11,98; -- ;2,4;Won
22-Mar-22 16:02:29;Frech v Voegele Magdalena Frech-Match Odds | Betfair Bet ID 1:262424021443 | Placed 22-Mar-22 13:07:23;Back;1,57;10; -- ;5,7;Won
22-Mar-22 15:35:02;Watson v Rus Arantxa Rus-Match Odds | Betfair Bet ID 1:262419868727 | Placed 22-Mar-22 12:03:51;Back;1,79;10; -- ;-10;Lost
22-Mar-22 15:33:38;Mchale v Galfi Christina McHale-Match Odds | Betfair Bet ID 1:262424074714 | Placed 22-Mar-22 13:08:07;Back;2,14;10; -- ;-10;Lost
22-Mar-22 15:06:06;Kanepi v Zanevska Kaia Kanepi-Match Odds | Betfair Bet ID 1:262423959614 | Placed 22-Mar-22 13:06:40;Back;1,62;10; -- ;6,2;Won
22-Mar-22 14:13:01;Anderson v Krueger Kevin Anderson-Match Odds | Betfair Bet ID 1:262419840212 | Placed 22-Mar-22 12:03:15;Back;1,59;10; -- ;-10;Lost
22-Mar-22 14:11:03;Fatic v Kuzmanov Dimitar Kuzmanov-Match Odds | Betfair Bet ID 1:262412825242 | Placed 22-Mar-22 10:15:28;Back;1,62;10; -- ;-10;Lost
22-Mar-22 13:27:01;Martin v Balzerani Andrej Martin-Match Odds | Betfair Bet ID 1:262419914726 | Placed 22-Mar-22 12:04:48;Back;1,2;12,22; -- ;2,44;Won
22-Mar-22 12:54:19;O Ovcharenko v A Cazaux A Cazaux-Match Odds | Betfair Bet ID 1:262415628091 | Placed 22-Mar-22 10:58:33;Back;1,25;10; -- ;2,5;Won
22-Mar-22 12:17:58;P Nejedly v F Gill F Gill-Match Odds | Betfair Bet ID 1:262406449005 | Placed 22-Mar-22 08:07:26;Back;1,55;10; -- ;5,5;Won
22-Mar-22 12:07:05;Ot Virtanen v Moriya Hiroki Moriya-Match Odds | Betfair Bet ID 1:262415573537 | Placed 22-Mar-22 10:57:41;Back;3,1;10; -- ;-10;Lost
22-Mar-22 11:54:59;Arnaldi v Svrcina Dalibor Svrcina-Match Odds | Betfair Bet ID 1:262406665110 | Placed 22-Mar-22 08:11:36;Back;1,52;10; -- ;5,2;Won
22-Mar-22 11:28:33;Mwe Mbithi v Ni Bybel M Mbithi-Match Odds | Betfair Bet ID 1:262406401436 | Placed 22-Mar-22 08:06:19;Back;1,3;10; -- ;3;Won
22-Mar-22 11:15:36;Dzumhur v Forejtek Damir Dzumhur-Match Odds | Betfair Bet ID 1:262406314470 | Placed 22-Mar-22 08:04:52;Back;1,6;10; -- ;-10;Lost
22-Mar-22 10:03:07;V Erjavec v J Bouzas Maneiro J Bouzas Maneiro-Match Odds | Betfair Bet ID 1:262406217370 | Placed 22-Mar-22 08:02:54;Back;1,48;10; -- ;4,8;Won
22-Mar-22 03:26:39;T Schoolkate v A Crnokrak T Schoolkate-Match Odds | Betfair Bet ID 1:262392007705 | Placed 21-Mar-22 23:53:44;Back;1,31;10; -- ;3,1;Won
22-Mar-22 00:10:30;Mena v Oliveira Facundo Mena-Match Odds | Betfair Bet ID 1:262386047318 | Placed 21-Mar-22 20:50:20;Back;1,58;10; -- ;5,8;Won
21-Mar-22 21:42:11;Sock v Vukic Aleksandar Vukic-Match Odds | Betfair Bet ID 1:262386059247 | Placed 21-Mar-22 20:50:39;Back;3,1;10; -- ;-10;Lost
21-Mar-22 20:11:36;Eubanks v L Broady Christopher Eubanks-Match Odds | Betfair Bet ID 1:262379978964 | Placed 21-Mar-22 18:13:51;Back;2,4;10; -- ;14;Won
21-Mar-22 20:10:05;Mai Hontama v Potapova Anastasia Potapova-Match Odds | Betfair Bet ID 1:262371987547 | Placed 21-Mar-22 15:59:33;Back;1,65;10; -- ;6,5;Won
21-Mar-22 19:57:27;Villanueva v Nico Barrientos Gonzalo Villanueva-Match Odds | Betfair Bet ID 1:262379944469 | Placed 21-Mar-22 18:13:14;Back;2,2;10; -- ;-10;Lost
21-Mar-22 19:19:01;Inglis v Gorgodze Ekaterine Gorgodze-Match Odds | Betfair Bet ID 1:262369361895 | Placed 21-Mar-22 15:10:56;Back;2,66;10; -- ;16,6;Won
21-Mar-22 18:13:07;Ziz Bergs v Hoang Antoine Hoang-Match Odds | Betfair Bet ID 1:262372039963 | Placed 21-Mar-22 16:00:32;Back;2,68;10; -- ;-10;Lost
21-Mar-22 18:09:46;Davis v Pris Hon Lauren Davis-Match Odds | Betfair Bet ID 1:262364523358 | Placed 21-Mar-22 13:46:59;Back;1,71;10; -- ;7,1;Won
21-Mar-22 17:50:39;Xiy Wang v Paquet Chloe Paquet-Match Odds | Betfair Bet ID 1:262372061297 | Placed 21-Mar-22 16:00:58;Back;2,14;10; -- ;-10;Lost
21-Mar-22 17:08:32;Vi Sachko v A Muller Alexandre Muller-Match Odds | Betfair Bet ID 1:262371694349 | Placed 21-Mar-22 15:54:01;Back;1,78;10; -- ;-10;Lost
21-Mar-22 16:49:17;U Blanch v Moraing Mats Moraing-Match Odds | Betfair Bet ID 1:262372007048 | Placed 21-Mar-22 15:59:58;Back;1,49;10; -- ;-10;Lost
21-Mar-22 16:27:52;Galan v Ma Damm Daniel Elahi Galan-Match Odds | Betfair Bet ID 1:262369463810 | Placed 21-Mar-22 15:12:45;Back;1,35;10; -- ;3,5;Won
21-Mar-22 16:27:52;Galan v Ma Damm Martin Damm-Match Odds | Betfair Bet ID 1:262371815870 | Placed 21-Mar-22 15:56:27;Back;11;1,22; -- ;-1,22;Lost
21-Mar-22 16:02:59;Voegele v Krunic Aleksandra Krunic-Match Odds | Betfair Bet ID 1:262364559036 | Placed 21-Mar-22 13:47:30;Back;1,88;10; -- ;-10;Lost
21-Mar-22 15:15:25;Horansky v Je Kym Filip Horansky-Match Odds | Betfair Bet ID 1:262364662807 | Placed 21-Mar-22 13:48:51;Back;1,54;13,51; -- ;7,3;Won
21-Mar-22 14:43:19;Machac v Seppi Andreas Seppi-Match Odds | Betfair Bet ID 1:262349818165 | Placed 21-Mar-22 09:35:14;Back;2,92;10; -- ;19,2;Won
21-Mar-22 14:22:30;Kat Zavatska v Re Marino Katarina Zavatska-Match Odds | Betfair Bet ID 1:262356883424 | Placed 21-Mar-22 11:47:09;Back;3,6;10; -- ;-10;Lost
21-Mar-22 13:46:35;Aly Parks v Rakhimova Alycia Parks-Match Odds | Betfair Bet ID 1:262349751622 | Placed 21-Mar-22 09:33:51;Back;2,84;10; -- ;18,4;Won
21-Mar-22 13:46:35;Aly Parks v Rakhimova Kamilla Rakhimova-Match Odds | Betfair Bet ID 1:262364168435 | Placed 21-Mar-22 13:41:46;Back;21;1,35; -- ;-1,35;Lost
21-Mar-22 12:33:27;Bobrov v Bielinskyi B Bobrov-Match Odds | Betfair Bet ID 1:262349313078 | Placed 21-Mar-22 09:23:47;Back;1,3;10; -- ;-10;Lost
21-Mar-22 12:23:51;Daniel v Purcell Max Purcell-Match Odds | Betfair Bet ID 1:262349687885 | Placed 21-Mar-22 09:32:37;Back;3,3;10; -- ;-10;Lost
21-Mar-22 09:26:34;Michalski v Perchicot Daniel Michalski-Match Odds | Betfair Bet ID 1:262335879834 | Placed 21-Mar-22 01:56:55;Back;1,28;10; -- ;2,8;Won
20-Mar-22 21:19:11;Nadal v Fritz Rafael Nadal-Match Odds | Betfair Bet ID 1:262300205927 | Placed 20-Mar-22 15:05:24;Back;1,26;15; -- ;-15;Lost
20-Mar-22 18:07:37;Altmaier v Kudla Daniel Altmaier-Match Odds | Betfair Bet ID 1:262299836271 | Placed 20-Mar-22 15:02:13;Back;2,44;10; -- ;-10;Lost
19-Mar-22 20:59:45;Altmaier v L Broady Daniel Altmaier-Match Odds | Betfair Bet ID 1:262168082519 | Placed 19-Mar-22 16:56:11;Back;2,14;10; -- ;11,4;Won
19-Mar-22 02:05:12;Paula Badosa v Sakkari Maria Sakkari-Match Odds | Betfair Bet ID 1:262027050769 | Placed 18-Mar-22 21:53:41;Back;2,2;10; -- ;12,02;Won
18-Mar-22 17:07:11;P Ormaechea v D Vismane D Vismane-Match Odds | Betfair Bet ID 1:261990340208 | Placed 18-Mar-22 15:22:14;Back;2,34;10; -- ;-10;Lost
18-Mar-22 12:28:55;A Gabric v L Salden A Gabric-Match Odds | Betfair Bet ID 1:261956244339 | Placed 18-Mar-22 10:24:45;Back;1,85;10; -- ;-10;Lost
18-Mar-22 00:10:52;Carlos Alcaraz v Norrie Cameron Norrie-Match Odds | Betfair Bet ID 1:261921543055 | Placed 17-Mar-22 23:28:15;Back;6,8;10; -- ;-10;Lost
17-Mar-22 12:56:47;G Den Ouden v J Choinski G Den Ouden-Match Odds | Betfair Bet ID 1:261870384659 | Placed 17-Mar-22 11:09:26;Back;3;10; -- ;-10;Lost
17-Mar-22 11:44:06;A Matusevich v A Escoffier A Escoffier-Match Odds | Betfair Bet ID 1:261869365351 | Placed 17-Mar-22 10:57:31;Back;1,9;10; -- ;-10;Lost
16-Mar-22 20:59:07;Hug Gaston v Majchrzak Hugo Gaston-Match Odds | Betfair Bet ID 1:261822858147 | Placed 16-Mar-22 18:25:22;Back;2,54;10; -- ;-10;Lost
16-Mar-22 17:36:01;Fritz v De Minaur Taylor Fritz-Match Odds | Betfair Bet ID 1:261799917255 | Placed 16-Mar-22 15:06:06;Back;1,8;10; -- ;8;Won
16-Mar-22 17:21:42;V Ryser v C Alves V Ryser-Match Odds | Betfair Bet ID 1:261792826189 | Placed 16-Mar-22 13:56:12;Back;3,1;10; -- ;-10;Lost
16-Mar-22 13:04:24;Lama v To Etcheverry Tomas Martin Etcheverry-Match Odds | Betfair Bet ID 1:261779630937 | Placed 16-Mar-22 11:05:28;Back;1,41;10; -- ;4,1;Won
16-Mar-22 12:28:09;Tirante v Furness Evan Furness-Match Odds | Betfair Bet ID 1:261780073698 | Placed 16-Mar-22 11:10:02;Back;2;10; -- ;-10;Lost
16-Mar-22 11:44:00;I Lavino v S Rocchetti S Rocchetti-Match Odds | Betfair Bet ID 1:261766680000 | Placed 16-Mar-22 07:51:40;Back;1,82;10; -- ;-10;Lost
16-Mar-22 11:05:51;Serdarusic v Cobolli Flavio Cobolli-Match Odds | Betfair Bet ID 1:261771979370 | Placed 16-Mar-22 09:20:38;Back;3,5;10; -- ;-10;Lost
16-Mar-22 11:05:51;Serdarusic v Cobolli Nino Serdarusic-Match Odds | Betfair Bet ID 1:261777754408 | Placed 16-Mar-22 10:43:05;Back;1,86;18,81; -- ;16,18;Won
16-Mar-22 10:53:41;Skatov v Elias Gastao Elias-Match Odds | Betfair Bet ID 1:261771912823 | Placed 16-Mar-22 09:19:36;Back;2,5;10; -- ;-10;Lost
16-Mar-22 10:12:31;J Kym v A Setkic A Setkic-Match Odds | Betfair Bet ID 1:261771722779 | Placed 16-Mar-22 09:16:26;Back;2;10; -- ;-10;Lost
16-Mar-22 09:59:37;L Nguyen Tan v J Middendorf J Middendorf-Match Odds | Betfair Bet ID 1:261767320280 | Placed 16-Mar-22 08:02:50;Back;3;10; -- ;20;Won
16-Mar-22 08:25:01;A Nagata v K Kuzmova A Nagata-Match Odds | Betfair Bet ID 1:261766989533 | Placed 16-Mar-22 07:57:18;Back;3,2;10; -- ;22;Won
16-Mar-22 07:56:52;M Spigarelli v D Drahota Szabo M Spigarelli-Match Odds | Betfair Bet ID 1:261754705343 | Placed 16-Mar-22 02:07:33;Back;2,2;10; -- ;-10;Lost
16-Mar-22 05:52:41;N Khirin v D Papamichail D Papamichail-Match Odds | Betfair Bet ID 1:261754580578 | Placed 16-Mar-22 02:01:24;Back;1,6;10; -- ;-10;Lost
16-Mar-22 05:32:43;D Shnaider v K Gerlach K Gerlach-Match Odds | Betfair Bet ID 1:261754520185 | Placed 16-Mar-22 01:58:29;Back;3,2;10; -- ;-10;Lost
16-Mar-22 03:00:54;Kudermetova v Vondrousova Marketa Vondrousova-Match Odds | Betfair Bet ID 1:261751796253 | Placed 16-Mar-22 00:22:49;Back;2,06;10; -- ;-10;Lost
16-Mar-22 01:22:05;Rublev v Tiafoe Frances Tiafoe-Match Odds | Betfair Bet ID 1:261751853129 | Placed 16-Mar-22 00:24:32;Back;3,55;10; -- ;-10;Lost
15-Mar-22 23:20:43;Bublik v Dimitrov Grigor Dimitrov-Match Odds | Betfair Bet ID 1:261743345659 | Placed 15-Mar-22 20:10:13;Back;1,8;10; -- ;8;Won
15-Mar-22 18:48:07;E King v Al Kovacevic Evan King-Match Odds | Betfair Bet ID 1:261734416333 | Placed 15-Mar-22 18:04:54;Back;12;10; -- ;-10;Lost
15-Mar-22 18:48:07;E King v Al Kovacevic Aleksandar Kovacevic-Match Odds | Betfair Bet ID 1:261738340336 | Placed 15-Mar-22 18:31:22;Back;1,29;93,02; -- ;26,98;Won
15-Mar-22 17:30:30;Rinderknech v Cerundolo Francisco Cerundolo-Match Odds | Betfair Bet ID 1:261706334770 | Placed 15-Mar-22 14:58:21;Back;2,78;10; -- ;-10;Lost
15-Mar-22 17:03:35;G Simon v Machac Gilles Simon-Match Odds | Betfair Bet ID 1:261706141095 | Placed 15-Mar-22 14:56:41;Back;3,15;10; -- ;21,5;Won
15-Mar-22 16:56:01;Kecmanovic v Van de Zandschulp Botic Van de Zandschulp-Match Odds | Betfair Bet ID 1:261706198398 | Placed 15-Mar-22 14:57:14;Back;1,71;10; -- ;-10;Lost
15-Mar-22 16:43:24;Moraing v Krueger Mats Moraing-Match Odds | Betfair Bet ID 1:261707985805 | Placed 15-Mar-22 15:09:21;Back;2;10; -- ;-10;Lost
15-Mar-22 15:30:45;Em Nava v Bolt Alex Bolt-Match Odds | Betfair Bet ID 1:261702727427 | Placed 15-Mar-22 14:23:58;Back;2,68;10; -- ;-10;Lost
15-Mar-22 15:30:45;Em Nava v Bolt Alex Bolt-Match Odds | Betfair Bet ID 1:261702804864 | Placed 15-Mar-22 14:25:05;Back;4,4;10; -- ;-10;Lost
15-Mar-22 15:19:02;Sandgren v Purcell Max Purcell-Match Odds | Betfair Bet ID 1:261701891748 | Placed 15-Mar-22 14:15:02;Back;2,34;10; -- ;13,4;Won
15-Mar-22 15:19:02;Sandgren v Purcell Tennys Sandgren-Match Odds | Betfair Bet ID 1:261705364727 | Placed 15-Mar-22 14:50:03;Back;4,7;4,97; -- ;-4,97;Lost
15-Mar-22 14:15:13;J De Jong v Olivo Jesper De Jong-Match Odds | Betfair Bet ID 1:261699677296 | Placed 15-Mar-22 13:44:03;Back;2,06;10; -- ;-10;Lost
15-Mar-22 13:40:13;Ju Torres v Diez Steven Diez-Match Odds | Betfair Bet ID 1:261694144521 | Placed 15-Mar-22 12:22:41;Back;3,25;10; -- ;22,5;Won
15-Mar-22 13:40:13;Ju Torres v Diez Juan Bautista Torres-Match Odds | Betfair Bet ID 1:261695521733 | Placed 15-Mar-22 12:42:58;Back;2,98;10,9; -- ;-10,9;Lost
15-Mar-22 11:37:02;Furness v Kopriva Evan Furness-Match Odds | Betfair Bet ID 1:261686550581 | Placed 15-Mar-22 10:39:55;Back;3,6;10; -- ;26;Won
15-Mar-22 11:37:02;Furness v Kopriva Vit Kopriva-Match Odds | Betfair Bet ID 1:261688795668 | Placed 15-Mar-22 11:08:36;Back;3,5;10,28; -- ;-10,28;Lost
15-Mar-22 11:04:32;J Bornay v J Stamatova J Bornay-Match Odds | Betfair Bet ID 1:261675931198 | Placed 15-Mar-22 08:04:44;Back;2,7;10; -- ;17;Won
15-Mar-22 11:04:32;J Bornay v J Stamatova J Stamatova-Match Odds | Betfair Bet ID 1:261688218555 | Placed 15-Mar-22 11:01:11;Back;4,1;6,58; -- ;-6,58;Lost
15-Mar-22 10:34:49;Haase v Wessels Robin Haase-Match Odds | Betfair Bet ID 1:261676178655 | Placed 15-Mar-22 08:08:04;Back;1,4;13,56; -- ;5,42;Won
15-Mar-22 09:02:29;Gimeno Valero v Coppejans Kimmer Coppejans-Match Odds | Betfair Bet ID 1:261675729810 | Placed 15-Mar-22 08:01:45;Back;3,15;10; -- ;-10;Lost
15-Mar-22 09:02:29;Gimeno Valero v Coppejans Carlos Gimeno Valero-Match Odds | Betfair Bet ID 1:261676895518 | Placed 15-Mar-22 08:16:51;Back;3,4;9,26; -- ;22,22;Won
15-Mar-22 00:15:37;Brooksby v Tsitsipas Stefanos Tsitsipas-Match Odds | Betfair Bet ID 1:261650317265 | Placed 14-Mar-22 19:54:15;Back;1,63;10; -- ;-10;Lost
15-Mar-22 00:15:37;Brooksby v Tsitsipas Stefanos Tsitsipas-Match Odds | Betfair Bet ID 1:261657658403 | Placed 14-Mar-22 23:39:42;Back;2,96;10; -- ;-10;Lost
14-Mar-22 23:52:31;Sinner v Bonzi Jannik Sinner-Match Odds | Betfair Bet ID 1:261650303795 | Placed 14-Mar-22 19:53:49;Back;1,25;10; -- ;2,5;Won
14-Mar-22 23:52:31;Sinner v Bonzi Jannik Sinner-Match Odds | Betfair Bet ID 1:261656397685 | Placed 14-Mar-22 23:00:00;Back;1,89;10; -- ;8,9;Won
14-Mar-22 23:52:31;Sinner v Bonzi Benjamin Bonzi-Match Odds | Betfair Bet ID 1:261656881124 | Placed 14-Mar-22 23:13:12;Back;4,7;6,68; -- ;-6,68;Lost
14-Mar-22 21:16:55;Azarenka v Rybakina Victoria Azarenka-Match Odds | Betfair Bet ID 1:261637434196 | Placed 14-Mar-22 17:04:12;Back;1,58;10; -- ;-10;Lost
14-Mar-22 20:57:44;Golubic v Paolini Viktorija Golubic-Match Odds | Betfair Bet ID 1:261637318113 | Placed 14-Mar-22 17:03:18;Back;1,9;10; -- ;9;Won
14-Mar-22 19:24:37;Vondrousova v Kontaveit Anett Kontaveit-Match Odds | Betfair Bet ID 1:261618509127 | Placed 14-Mar-22 13:56:42;Back;1,51;10; -- ;-10;Lost
14-Mar-22 19:12:58;Svajda v Krueger Mitchell Krueger-Match Odds | Betfair Bet ID 1:261637131219 | Placed 14-Mar-22 17:01:55;Back;1,68;10; -- ;6,8;Won
14-Mar-22 17:46:42;Bouzkova v Kudermetova Veronika Kudermetova-Match Odds | Betfair Bet ID 1:261618536690 | Placed 14-Mar-22 13:57:03;Back;1,95;10; -- ;9,5;Won
14-Mar-22 17:32:26;Cam Ugo Carabelli v G Melzer Gerald Melzer-Match Odds | Betfair Bet ID 1:261618350114 | Placed 14-Mar-22 13:54:56;Back;2,68;10; -- ;-10;Lost
14-Mar-22 16:42:40;Grenier v Em Nava Emilio Nava-Match Odds | Betfair Bet ID 1:261618475013 | Placed 14-Mar-22 13:56:20;Back;2,28;10; -- ;12,8;Won
14-Mar-22 16:14:34;Sakkari v Kvitova Petra Kvitova-Match Odds | Betfair Bet ID 1:261618446660 | Placed 14-Mar-22 13:56:00;Back;3,1;10; -- ;-10;Lost
14-Mar-22 15:56:16;Tirante v Da Nunez Thiago Agustin Tirante-Match Odds | Betfair Bet ID 1:261618405097 | Placed 14-Mar-22 13:55:32;Back;1,2;10; -- ;2;Won
14-Mar-22 15:26:45;U Blanch v Bolt Alex Bolt-Match Odds | Betfair Bet ID 1:261618320026 | Placed 14-Mar-22 13:54:34;Back;1,58;10; -- ;5,8;Won
14-Mar-22 14:54:26;Oliel v Denolly Yshai Oliel-Match Odds | Betfair Bet ID 1:261610374569 | Placed 14-Mar-22 12:08:50;Back;1,61;10; -- ;-10;Lost
14-Mar-22 12:56:31;Martineau v Ju Torres Matteo Martineau-Match Odds | Betfair Bet ID 1:261604709106 | Placed 14-Mar-22 10:52:38;Back;2,5;10; -- ;-10;Lost
14-Mar-22 10:54:00;Maestrelli v Gimeno Valero Carlos Gimeno Valero-Match Odds | Betfair Bet ID 1:261596067041 | Placed 14-Mar-22 08:16:25;Back;1,38;10; -- ;3,8;Won
14-Mar-22 09:16:54;Gautier v Ug Blanchet Ugo Blanchet-Match Odds | Betfair Bet ID 1:261596102945 | Placed 14-Mar-22 08:17:16;Back;6,4;10; -- ;-10;Lost
14-Mar-22 08:47:11;Vavassori v Arnaldi Andrea Vavassori-Match Odds | Betfair Bet ID 1:261596205549 | Placed 14-Mar-22 08:19:20;Back;1,86;10; -- ;8,6;Won
14-Mar-22 03:05:06;Paul v A Zverev Alexander Zverev-Match Odds | Betfair Bet ID 1:261579895786 | Placed 13-Mar-22 23:04:53;Back;1,3;10; -- ;-10;Lost
14-Mar-22 03:05:06;Paul v A Zverev Alexander Zverev-Match Odds | Betfair Bet ID 1:261585795907 | Placed 14-Mar-22 02:36:47;Lay;1,05;12,26;0,61;12,26;Won
14-Mar-22 03:05:06;Paul v A Zverev Alexander Zverev-Match Odds | Betfair Bet ID 1:261585799804 | Placed 14-Mar-22 02:36:55;Lay;1,05;0,12;0,01;0,12;Won
14-Mar-22 02:14:16;Carreno Busta v Munar Pablo Carreno Busta-Match Odds | Betfair Bet ID 1:261568779830 | Placed 13-Mar-22 18:57:38;Back;1,46;10; -- ;-10;Lost
14-Mar-22 00:26:08;Thompson v Dimitrov Grigor Dimitrov-Match Odds | Betfair Bet ID 1:261568613199 | Placed 13-Mar-22 18:55:19;Back;1,39;10; -- ;3,9;Won
13-Mar-22 22:59:44;De Minaur v Millman John Millman-Match Odds | Betfair Bet ID 1:261547754113 | Placed 13-Mar-22 15:43:43;Back;3,25;10; -- ;-10;Lost
13-Mar-22 22:39:15;Nakashima v Tiafoe Frances Tiafoe-Match Odds | Betfair Bet ID 1:261568694053 | Placed 13-Mar-22 18:56:25;Back;2,5;10; -- ;15;Won
13-Mar-22 21:39:01;Kalinskaya v Cirstea Anna Kalinskaya-Match Odds | Betfair Bet ID 1:261547630828 | Placed 13-Mar-22 15:42:47;Back;2,66;10; -- ;-10;Lost
13-Mar-22 21:02:02;Schwartzman v Emil Ruusuvuori Diego Schwartzman-Match Odds | Betfair Bet ID 1:261547364784 | Placed 13-Mar-22 15:40:46;Back;1,76;10; -- ;7,6;Won
13-Mar-22 20:41:16;Keys v Riske Alison Riske-Match Odds | Betfair Bet ID 1:261567068399 | Placed 13-Mar-22 18:36:58;Back;3,2;10; -- ;-10;Lost
13-Mar-22 20:34:55;Bagnis v L Harris Lloyd Harris-Match Odds | Betfair Bet ID 1:261547858629 | Placed 13-Mar-22 15:44:34;Back;1,68;10; -- ;6,8;Won
13-Mar-22 19:01:39;Bublik v Murray Andy Murray-Match Odds | Betfair Bet ID 1:261547475929 | Placed 13-Mar-22 15:41:36;Back;1,7;10; -- ;-10;Lost
13-Mar-22 18:20:38;Dellien v Tabilo Hugo Dellien-Match Odds | Betfair Bet ID 1:261522461355 | Placed 13-Mar-22 13:00:58;Back;2,76;10; -- ;17,6;Won
13-Mar-22 18:05:09;Cilic v Kecmanovic Marin Cilic-Match Odds | Betfair Bet ID 1:261521979061 | Placed 13-Mar-22 12:58:03;Back;1,7;10; -- ;-10;Lost
13-Mar-22 17:56:10;Emm Raducanu v Martic Petra Martic-Match Odds | Betfair Bet ID 1:261522334229 | Placed 13-Mar-22 13:00:19;Back;2,92;10; -- ;19,2;Won
13-Mar-22 16:56:30;Karatsev v Johnson Aslan Karatsev-Match Odds | Betfair Bet ID 1:261522050227 | Placed 13-Mar-22 12:58:34;Back;1,51;10; -- ;-10;Lost
13-Mar-22 16:38:05;Querrey v Isner Sam Querrey-Match Odds | Betfair Bet ID 1:261539069624 | Placed 13-Mar-22 14:34:03;Back;3,4;10; -- ;-10;Lost
13-Mar-22 12:10:07;Jianu v Gautier Alexis Gautier-Match Odds | Betfair Bet ID 1:261474790919 | Placed 13-Mar-22 08:37:00;Back;2,78;10; -- ;17,8;Won
13-Mar-22 11:40:28;Taberner v Borges Nuno Borges-Match Odds | Betfair Bet ID 1:261484472644 | Placed 13-Mar-22 09:46:01;Back;2,32;10; -- ;-10;Lost
13-Mar-22 11:38:46;Potenza v Ni Alvarez Varona Luca Potenza-Match Odds | Betfair Bet ID 1:261474149293 | Placed 13-Mar-22 08:32:24;Back;2,82;10; -- ;-10;Lost
13-Mar-22 11:26:51;Ramanathan v Maestrelli Ramkumar Ramanathan-Match Odds | Betfair Bet ID 1:261474650857 | Placed 13-Mar-22 08:35:58;Back;1,53;10; -- ;-10;Lost
13-Mar-22 10:37:19;Ug Blanchet v Jaziri Malek Jaziri-Match Odds | Betfair Bet ID 1:261481660407 | Placed 13-Mar-22 09:28:27;Back;1,6;10; -- ;-10;Lost
13-Mar-22 09:38:43;S Lazar v E Baraniaková E Baraniakova-Match Odds | Betfair Bet ID 1:261473947042 | Placed 13-Mar-22 08:30:58;Back;1,94;10; -- ;9,4;Won
13-Mar-22 09:34:22;M Copil v A Vatutin M Copil-Match Odds | Betfair Bet ID 1:261474452029 | Placed 13-Mar-22 08:34:33;Back;1,74;10; -- ;7,4;Won
13-Mar-22 09:07:52;Arnaldi v Rosol Lukas Rosol-Match Odds | Betfair Bet ID 1:261474289213 | Placed 13-Mar-22 08:33:25;Back;2,26;10; -- ;-10;Lost
13-Mar-22 07:40:44;Piros v Passaro Zsombor Piros-Match Odds | Betfair Bet ID 1:261455375951 | Placed 13-Mar-22 03:30:01;Back;1,3;10; -- ;3;Won
13-Mar-22 06:23:07;C Monnet v P Marcinko C Monnet-Match Odds | Betfair Bet ID 1:261455534603 | Placed 13-Mar-22 03:32:27;Back;2,52;10; -- ;-10;Lost
13-Mar-22 02:11:10;Pegula v Bouzkova Jessica Pegula-Match Odds | Betfair Bet ID 1:261431439972 | Placed 12-Mar-22 21:12:05;Back;1,52;10; -- ;-10;Lost
12-Mar-22 22:48:00;Juvan v Sorribes Tormo Sara Sorribes Tormo-Match Odds | Betfair Bet ID 1:261420942613 | Placed 12-Mar-22 18:33:06;Back;1,84;10; -- ;8,4;Won
12-Mar-22 22:20:08;Bonzi v Sonego Lorenzo Sonego-Match Odds | Betfair Bet ID 1:261421361334 | Placed 12-Mar-22 18:37:21;Back;1,94;10; -- ;-10;Lost
12-Mar-22 22:12:29;Rogers v Ostapenko Jelena Ostapenko-Match Odds | Betfair Bet ID 1:261421124001 | Placed 12-Mar-22 18:34:57;Back;1,36;15; -- ;-15;Lost
